nombre|stock|precio|marca|link|hora|fecha
Queso Rallado La Serenísima 130 Gr.|25|420.95|LA SERENISIMA|https://diaonline.supermercadosdia.com.ar/queso-rallado-la-serenisima-130-gr-273230/p|01:24:45|2022-03-20
Queso Untable Light Finlandia Cheddar 180 Gr.|47|254.55|LA SERENISIMA|https://diaonline.supermercadosdia.com.ar/queso-untable-light-finlandia-cheddar-180-gr-273225/p|01:24:45|2022-03-20
Leche Entera Las Tres Niñas Extra defensas larga vida 1 Lt.|1018|127.00|LAS TRES NIÑAS|https://diaonline.supermercadosdia.com.ar/leche-entera-las-tres-ninas-extra-defensas-larga-vida-1-lt-272629/p|01:24:45|2022-03-20
Yogur Firme Entero La Serenísima Frutilla 190 Gr.|33|84.00|LA SERENISIMA|https://diaonline.supermercadosdia.com.ar/yogur-firme-entero-la-serenisima-frutilla-190-gr-271395/p|01:24:45|2022-03-20
Leche Chocolatada Las Tres Niñas 1 Lt.|44|169.00|LAS TRES NIÑAS|https://diaonline.supermercadosdia.com.ar/leche-chocolatada-las-tres-ninas-1-lt-271085/p|01:24:45|2022-03-20
Leche Chocolatada Cindor 1 Lt.|60|301.00|CINDOR|https://diaonline.supermercadosdia.com.ar/leche-chocolatada-cindor-1-lt-270972/p|01:24:45|2022-03-20
Mortadela Feteada Lario 150 Gr.|15|219.00|LARIO|https://diaonline.supermercadosdia.com.ar/mortadela-feteada-lario-150-gr-270904/p|01:24:45|2022-03-20
Jamón Cocido DIA Natural sin tacc 4 fetas 180 Gr.|27|269.00|DIA|https://diaonline.supermercadosdia.com.ar/jamon-cocido-dia-natural-sin-tacc-4-fetas-180-gr-270612/p|01:24:45|2022-03-20
Jamón Cocido Paladini Feteado bajo sodio 150 Gr.|75|249.00|PALADINI|https://diaonline.supermercadosdia.com.ar/jamon-cocido-paladini-feteado-bajo-sodio-150-gr-270316/p|01:24:45|2022-03-20
Postre Vainilla Ser 100 gr|70|87.00|SER|https://diaonline.supermercadosdia.com.ar/postre-vainilla-ser-100-gr-269993/p|01:24:45|2022-03-20
Postre chocolate Ser 100 gr|60|87.00|SER|https://diaonline.supermercadosdia.com.ar/postre-chocolate-ser-100-gr-269990/p|01:24:45|2022-03-20
Queso Crema DIA Normandia 290 Gr.|55|219.00|DIA|https://diaonline.supermercadosdia.com.ar/queso-crema-dia-normandia-290-gr-269094/p|01:24:45|2022-03-20
Queso Untable Tonadita Patagonia 300 Gr.|22|185.00|TONADITA|https://diaonline.supermercadosdia.com.ar/queso-untable-tonadita-patagonia-300-gr-265769/p|01:24:45|2022-03-20
Ensalada Coleslaw Rocky 250 Gr.|38|245.00|ROCKY|https://diaonline.supermercadosdia.com.ar/ensalada-coleslaw-rocky-250-gr-263642/p|01:24:45|2022-03-20
Almendras La Sanjuanita 50 Gr.|118|143.00|LA SANJUANITA|https://diaonline.supermercadosdia.com.ar/almendras-la-sanjuanita-50-gr-259417/p|01:24:45|2022-03-20
Tapa para Pascualina DIA Integral 400 Gr.|107|140.00|DIA|https://diaonline.supermercadosdia.com.ar/tapa-para-pascualina-dia-integral-400-gr-258785/p|01:24:45|2022-03-20
Salchichas de Copetín sin piel 300 Gr.|68|199.00|SIN MARCA|https://diaonline.supermercadosdia.com.ar/salchichas-de-copetin-sin-piel-300-gr-248551/p|01:24:45|2022-03-20
Yogur Entero Bebible DIA Frutilla 1 Lt.|24|141.00|DIA|https://diaonline.supermercadosdia.com.ar/yogur-entero-bebible-dia-frutilla-1-lt-246164/p|01:24:45|2022-03-20
